REGION,FUEL,YEAR,VALUE
GLOBAL,ELCSLVXX02,2022,24.8
GLOBAL,ELCSLVXX02,2023,24.8
GLOBAL,ELCSLVXX02,2024,24.8
GLOBAL,ELCSLVXX02,2025,24.8
GLOBAL,ELCSLVXX02,2026,24.8
GLOBAL,ELCSLVXX02,2027,24.8
GLOBAL,ELCSLVXX02,2028,24.8
GLOBAL,ELCSLVXX02,2029,24.8
GLOBAL,ELCSLVXX02,2030,24.8
GLOBAL,ELCSLVXX02,2031,24.8
GLOBAL,ELCSLVXX02,2032,24.8
GLOBAL,ELCSLVXX02,2033,24.8
GLOBAL,ELCSLVXX02,2034,24.8
GLOBAL,ELCSLVXX02,2035,24.8
GLOBAL,ELCSLVXX02,2036,24.86
GLOBAL,ELCSLVXX02,2037,24.92
GLOBAL,ELCSLVXX02,2038,24.98
GLOBAL,ELCSLVXX02,2039,25.05
GLOBAL,ELCSLVXX02,2040,25.11
GLOBAL,ELCSLVXX02,2041,27.13
GLOBAL,ELCSLVXX02,2042,29.15
GLOBAL,ELCSLVXX02,2043,31.17
GLOBAL,ELCSLVXX02,2044,33.19
GLOBAL,ELCSLVXX02,2045,35.22
GLOBAL,ELCSLVXX02,2046,37.46
GLOBAL,ELCSLVXX02,2047,39.71
GLOBAL,ELCSLVXX02,2048,41.95
GLOBAL,ELCSLVXX02,2049,44.2
GLOBAL,ELCSLVXX02,2050,46.44
GLOBAL,ELCURYXX02,2021,44.75
GLOBAL,ELCURYXX02,2022,44.75
GLOBAL,ELCURYXX02,2023,44.75
GLOBAL,ELCURYXX02,2024,44.75
GLOBAL,ELCURYXX02,2025,44.75
GLOBAL,ELCURYXX02,2026,44.75
GLOBAL,ELCURYXX02,2027,44.75
GLOBAL,ELCURYXX02,2028,44.75
GLOBAL,ELCURYXX02,2029,44.75
GLOBAL,ELCURYXX02,2030,44.75
GLOBAL,ELCURYXX02,2031,45.2
GLOBAL,ELCURYXX02,2032,45.66
GLOBAL,ELCURYXX02,2033,46.12
GLOBAL,ELCURYXX02,2034,46.57
GLOBAL,ELCURYXX02,2035,47.03
GLOBAL,ELCURYXX02,2036,47.83
GLOBAL,ELCURYXX02,2037,48.62
GLOBAL,ELCURYXX02,2038,49.42
GLOBAL,ELCURYXX02,2039,50.22
GLOBAL,ELCURYXX02,2040,51.02
GLOBAL,ELCURYXX02,2041,51.86
GLOBAL,ELCURYXX02,2042,52.69
GLOBAL,ELCURYXX02,2043,53.53
GLOBAL,ELCURYXX02,2044,54.36
GLOBAL,ELCURYXX02,2045,55.2
GLOBAL,ELCURYXX02,2046,56.05
GLOBAL,ELCURYXX02,2047,56.9
GLOBAL,ELCURYXX02,2048,57.75
GLOBAL,ELCURYXX02,2049,58.59
GLOBAL,ELCURYXX02,2050,59.44
