REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2044,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2045,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2046,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2047,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2048,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2049,3.58
GLOBAL,PWRBIOBRACW01,BIOBRACW,1,2050,3.58
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2021,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2022,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2023,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2024,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2025,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2026,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2027,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2028,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2029,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2030,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2031,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2032,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2033,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2034,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2035,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2036,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2037,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2038,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2039,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2040,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2041,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2042,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2043,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2044,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2045,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2046,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2047,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2048,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2049,3.78
GLOBAL,PWRBIOBRANE01,BIOBRANE,1,2050,3.78
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2021,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2022,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2023,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2024,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2025,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2026,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2027,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2028,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2029,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2030,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2031,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2032,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2033,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2034,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2035,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2036,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2037,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2038,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2039,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2040,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2041,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2042,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2043,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2044,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2045,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2046,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2047,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2048,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2049,3.79
GLOBAL,PWRBIOBRANW01,BIOBRANW,1,2050,3.79
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2021,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2022,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2023,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2024,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2025,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2026,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2027,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2028,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2029,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2030,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2031,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2032,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2033,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2034,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2035,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2036,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2037,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2038,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2039,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2040,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2041,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2042,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2043,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2044,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2045,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2046,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2047,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2048,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2049,3.7
GLOBAL,PWRBIOBRASE01,BIOBRASE,1,2050,3.7
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2021,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2022,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2023,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2024,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2025,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2026,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2027,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2028,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2029,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2030,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2031,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2032,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2033,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2034,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2035,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2036,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2037,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2038,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2039,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2040,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2041,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2042,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2043,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2044,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2045,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2046,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2047,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2048,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2049,3.82
GLOBAL,PWRBIOBRASO01,BIOBRASO,1,2050,3.82
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2021,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2022,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2023,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2024,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2025,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2026,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2027,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2028,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2029,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2030,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2031,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2032,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2033,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2034,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2035,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2036,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2037,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2038,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2039,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2040,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2041,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2042,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2043,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2044,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2045,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2046,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2047,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2048,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2049,3.99
GLOBAL,PWRBIOBRAWE01,BIOBRAWE,1,2050,3.99
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2021,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2022,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2023,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2024,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2025,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2026,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2027,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2028,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2029,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2030,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2031,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2032,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2033,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2034,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2035,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2036,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2037,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2038,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2039,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2040,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2041,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2042,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2043,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2044,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2045,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2046,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2047,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2048,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2049,3.79
GLOBAL,PWRBIOCHLXX01,BIOCHLXX,1,2050,3.79
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2021,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2022,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2023,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2024,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2025,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2026,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2027,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2028,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2029,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2030,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2031,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2032,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2033,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2034,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2035,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2036,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2037,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2038,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2039,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2040,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2041,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2042,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2043,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2044,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2045,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2046,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2047,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2048,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2049,2.94
GLOBAL,PWRBIOCOLXX01,BIOCOLXX,1,2050,2.94
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2021,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2022,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2023,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2024,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2025,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2026,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2027,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2028,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2029,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2030,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2031,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2032,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2033,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2034,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2035,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2036,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2037,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2038,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2039,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2040,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2041,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2042,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2043,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2044,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2045,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2046,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2047,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2048,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2049,3.6
GLOBAL,PWRBIOCRIXX01,BIOCRIXX,1,2050,3.6
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2021,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2022,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2023,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2024,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2025,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2026,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2027,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2028,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2029,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2030,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2031,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2032,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2033,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2034,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2035,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2036,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2037,3.85
GLOBAL,PWRBIODOMXX01,BIODOMXX,1,2038,3.85
