REGION,FUEL,YEAR,VALUE
GLOBAL,ELCBRANE01,2030,1
GLOBAL,ELCBRANE01,2031,1
GLOBAL,ELCBRANE01,2032,1
GLOBAL,ELCBRANE01,2033,1
GLOBAL,ELCBRANE01,2034,1
GLOBAL,ELCBRANE01,2035,1
GLOBAL,ELCBRANE01,2036,1
GLOBAL,ELCBRANE01,2037,1
GLOBAL,ELCBRANE01,2038,1
GLOBAL,ELCBRANE01,2039,1
GLOBAL,ELCBRANE01,2040,1
GLOBAL,ELCBRANE01,2041,1
GLOBAL,ELCBRANE01,2042,1
GLOBAL,ELCBRANE01,2043,1
GLOBAL,ELCBRANE01,2044,1
GLOBAL,ELCBRANE01,2045,1
GLOBAL,ELCBRANE01,2046,1
GLOBAL,ELCBRANE01,2047,1
GLOBAL,ELCBRANE01,2048,1
GLOBAL,ELCBRANE01,2049,1
GLOBAL,ELCBRANE01,2050,1
GLOBAL,ELCBRANW01,2021,1
GLOBAL,ELCBRANW01,2022,1
GLOBAL,ELCBRANW01,2023,1
GLOBAL,ELCBRANW01,2024,1
GLOBAL,ELCBRANW01,2025,1
GLOBAL,ELCBRANW01,2026,1
GLOBAL,ELCBRANW01,2027,1
GLOBAL,ELCBRANW01,2028,1
GLOBAL,ELCBRANW01,2029,1
GLOBAL,ELCBRANW01,2030,1
GLOBAL,ELCBRANW01,2031,1
GLOBAL,ELCBRANW01,2032,1
GLOBAL,ELCBRANW01,2033,1
GLOBAL,ELCBRANW01,2034,1
GLOBAL,ELCBRANW01,2035,1
GLOBAL,ELCBRANW01,2036,1
GLOBAL,ELCBRANW01,2037,1
GLOBAL,ELCBRANW01,2038,1
GLOBAL,ELCBRANW01,2039,1
GLOBAL,ELCBRANW01,2040,1
GLOBAL,ELCBRANW01,2041,1
GLOBAL,ELCBRANW01,2042,1
GLOBAL,ELCBRANW01,2043,1
GLOBAL,ELCBRANW01,2044,1
GLOBAL,ELCBRANW01,2045,1
GLOBAL,ELCBRANW01,2046,1
GLOBAL,ELCBRANW01,2047,1
GLOBAL,ELCBRANW01,2048,1
GLOBAL,ELCBRANW01,2049,1
GLOBAL,ELCBRANW01,2050,1
GLOBAL,ELCBRASE01,2021,1
GLOBAL,ELCBRASE01,2022,1
GLOBAL,ELCBRASE01,2023,1
GLOBAL,ELCBRASE01,2024,1
GLOBAL,ELCBRASE01,2025,1
GLOBAL,ELCBRASE01,2026,1
GLOBAL,ELCBRASE01,2027,1
GLOBAL,ELCBRASE01,2028,1
GLOBAL,ELCBRASE01,2029,1
GLOBAL,ELCBRASE01,2030,1
GLOBAL,ELCBRASE01,2031,1
GLOBAL,ELCBRASE01,2032,1
GLOBAL,ELCBRASE01,2033,1
GLOBAL,ELCBRASE01,2034,1
GLOBAL,ELCBRASE01,2035,1
GLOBAL,ELCBRASE01,2036,1
GLOBAL,ELCBRASE01,2037,1
GLOBAL,ELCBRASE01,2038,1
GLOBAL,ELCBRASE01,2039,1
GLOBAL,ELCBRASE01,2040,1
GLOBAL,ELCBRASE01,2041,1
GLOBAL,ELCBRASE01,2042,1
GLOBAL,ELCBRASE01,2043,1
GLOBAL,ELCBRASE01,2044,1
GLOBAL,ELCBRASE01,2045,1
GLOBAL,ELCBRASE01,2046,1
GLOBAL,ELCBRASE01,2047,1
GLOBAL,ELCBRASE01,2048,1
GLOBAL,ELCBRASE01,2049,1
GLOBAL,ELCBRASE01,2050,1
GLOBAL,ELCBRASO01,2021,1
GLOBAL,ELCBRASO01,2022,1
GLOBAL,ELCBRASO01,2023,1
GLOBAL,ELCBRASO01,2024,1
GLOBAL,ELCBRASO01,2025,1
GLOBAL,ELCBRASO01,2026,1
GLOBAL,ELCBRASO01,2027,1
GLOBAL,ELCBRASO01,2028,1
GLOBAL,ELCBRASO01,2029,1
GLOBAL,ELCBRASO01,2030,1
GLOBAL,ELCBRASO01,2031,1
GLOBAL,ELCBRASO01,2032,1
GLOBAL,ELCBRASO01,2033,1
GLOBAL,ELCBRASO01,2034,1
GLOBAL,ELCBRASO01,2035,1
GLOBAL,ELCBRASO01,2036,1
GLOBAL,ELCBRASO01,2037,1
GLOBAL,ELCBRASO01,2038,1
GLOBAL,ELCBRASO01,2039,1
GLOBAL,ELCBRASO01,2040,1
GLOBAL,ELCBRASO01,2041,1
GLOBAL,ELCBRASO01,2042,1
GLOBAL,ELCBRASO01,2043,1
GLOBAL,ELCBRASO01,2044,1
GLOBAL,ELCBRASO01,2045,1
GLOBAL,ELCBRASO01,2046,1
GLOBAL,ELCBRASO01,2047,1
GLOBAL,ELCBRASO01,2048,1
GLOBAL,ELCBRASO01,2049,1
GLOBAL,ELCBRASO01,2050,1
GLOBAL,ELCBRAWE01,2021,1
GLOBAL,ELCBRAWE01,2022,1
GLOBAL,ELCBRAWE01,2023,1
GLOBAL,ELCBRAWE01,2024,1
GLOBAL,ELCBRAWE01,2025,1
GLOBAL,ELCBRAWE01,2026,1
GLOBAL,ELCBRAWE01,2027,1
GLOBAL,ELCBRAWE01,2028,1
GLOBAL,ELCBRAWE01,2029,1
GLOBAL,ELCBRAWE01,2030,1
GLOBAL,ELCBRAWE01,2031,1
GLOBAL,ELCBRAWE01,2032,1
GLOBAL,ELCBRAWE01,2033,1
GLOBAL,ELCBRAWE01,2034,1
GLOBAL,ELCBRAWE01,2035,1
GLOBAL,ELCBRAWE01,2036,1
GLOBAL,ELCBRAWE01,2037,1
GLOBAL,ELCBRAWE01,2038,1
GLOBAL,ELCBRAWE01,2039,1
GLOBAL,ELCBRAWE01,2040,1
GLOBAL,ELCBRAWE01,2041,1
GLOBAL,ELCBRAWE01,2042,1
GLOBAL,ELCBRAWE01,2043,1
GLOBAL,ELCBRAWE01,2044,1
GLOBAL,ELCBRAWE01,2045,1
GLOBAL,ELCBRAWE01,2046,1
GLOBAL,ELCBRAWE01,2047,1
GLOBAL,ELCBRAWE01,2048,1
GLOBAL,ELCBRAWE01,2049,1
GLOBAL,ELCBRAWE01,2050,1
GLOBAL,ELCCHLXX01,2021,1
GLOBAL,ELCCHLXX01,2022,1
GLOBAL,ELCCHLXX01,2023,1
GLOBAL,ELCCHLXX01,2024,1
GLOBAL,ELCCHLXX01,2025,1
GLOBAL,ELCCHLXX01,2026,1
GLOBAL,ELCCHLXX01,2027,1
GLOBAL,ELCCHLXX01,2028,1
GLOBAL,ELCCHLXX01,2029,1
GLOBAL,ELCCHLXX01,2030,1
GLOBAL,ELCCHLXX01,2031,1
GLOBAL,ELCCHLXX01,2032,1
GLOBAL,ELCCHLXX01,2033,1
GLOBAL,ELCCHLXX01,2034,1
GLOBAL,ELCCHLXX01,2035,1
GLOBAL,ELCCHLXX01,2036,1
GLOBAL,ELCCHLXX01,2037,1
GLOBAL,ELCCHLXX01,2038,1
GLOBAL,ELCCHLXX01,2039,1
GLOBAL,ELCCHLXX01,2040,1
GLOBAL,ELCCHLXX01,2041,1
GLOBAL,ELCCHLXX01,2042,1
GLOBAL,ELCCHLXX01,2043,1
GLOBAL,ELCCHLXX01,2044,1
GLOBAL,ELCCHLXX01,2045,1
GLOBAL,ELCCHLXX01,2046,1
GLOBAL,ELCCHLXX01,2047,1
GLOBAL,ELCCHLXX01,2048,1
GLOBAL,ELCCHLXX01,2049,1
GLOBAL,ELCCHLXX01,2050,1
GLOBAL,ELCCOLXX01,2021,1
GLOBAL,ELCCOLXX01,2022,1
GLOBAL,ELCCOLXX01,2023,1
GLOBAL,ELCCOLXX01,2024,1
GLOBAL,ELCCOLXX01,2025,1
GLOBAL,ELCCOLXX01,2026,1
GLOBAL,ELCCOLXX01,2027,1
GLOBAL,ELCCOLXX01,2028,1
GLOBAL,ELCCOLXX01,2029,1
GLOBAL,ELCCOLXX01,2030,1
GLOBAL,ELCCOLXX01,2031,1
GLOBAL,ELCCOLXX01,2032,1
GLOBAL,ELCCOLXX01,2033,1
GLOBAL,ELCCOLXX01,2034,1
GLOBAL,ELCCOLXX01,2035,1
GLOBAL,ELCCOLXX01,2036,1
GLOBAL,ELCCOLXX01,2037,1
GLOBAL,ELCCOLXX01,2038,1
GLOBAL,ELCCOLXX01,2039,1
GLOBAL,ELCCOLXX01,2040,1
GLOBAL,ELCCOLXX01,2041,1
GLOBAL,ELCCOLXX01,2042,1
GLOBAL,ELCCOLXX01,2043,1
GLOBAL,ELCCOLXX01,2044,1
GLOBAL,ELCCOLXX01,2045,1
GLOBAL,ELCCOLXX01,2046,1
GLOBAL,ELCCOLXX01,2047,1
GLOBAL,ELCCOLXX01,2048,1
GLOBAL,ELCCOLXX01,2049,1
GLOBAL,ELCCOLXX01,2050,1
GLOBAL,ELCCRIXX01,2021,1
GLOBAL,ELCCRIXX01,2022,1
GLOBAL,ELCCRIXX01,2023,1
GLOBAL,ELCCRIXX01,2024,1
GLOBAL,ELCCRIXX01,2025,1
GLOBAL,ELCCRIXX01,2026,1
GLOBAL,ELCCRIXX01,2027,1
GLOBAL,ELCCRIXX01,2028,1
GLOBAL,ELCCRIXX01,2029,1
GLOBAL,ELCCRIXX01,2030,1
GLOBAL,ELCCRIXX01,2031,1
GLOBAL,ELCCRIXX01,2032,1
GLOBAL,ELCCRIXX01,2033,1
GLOBAL,ELCCRIXX01,2034,1
GLOBAL,ELCCRIXX01,2035,1
GLOBAL,ELCCRIXX01,2036,1
GLOBAL,ELCCRIXX01,2037,1
GLOBAL,ELCCRIXX01,2038,1
GLOBAL,ELCCRIXX01,2039,1
GLOBAL,ELCCRIXX01,2040,1
GLOBAL,ELCCRIXX01,2041,1
GLOBAL,ELCCRIXX01,2042,1
GLOBAL,ELCCRIXX01,2043,1
GLOBAL,ELCCRIXX01,2044,1
GLOBAL,ELCCRIXX01,2045,1
GLOBAL,ELCCRIXX01,2046,1
GLOBAL,ELCCRIXX01,2047,1
GLOBAL,ELCCRIXX01,2048,1
GLOBAL,ELCCRIXX01,2049,1
GLOBAL,ELCCRIXX01,2050,1
GLOBAL,ELCDOMXX01,2021,1
GLOBAL,ELCDOMXX01,2022,1
GLOBAL,ELCDOMXX01,2023,1
GLOBAL,ELCDOMXX01,2024,1
GLOBAL,ELCDOMXX01,2025,1
GLOBAL,ELCDOMXX01,2026,1
GLOBAL,ELCDOMXX01,2027,1
GLOBAL,ELCDOMXX01,2028,1
GLOBAL,ELCDOMXX01,2029,1
GLOBAL,ELCDOMXX01,2030,1
GLOBAL,ELCDOMXX01,2031,1
GLOBAL,ELCDOMXX01,2032,1
GLOBAL,ELCDOMXX01,2033,1
GLOBAL,ELCDOMXX01,2034,1
GLOBAL,ELCDOMXX01,2035,1
GLOBAL,ELCDOMXX01,2036,1
GLOBAL,ELCDOMXX01,2037,1
GLOBAL,ELCDOMXX01,2038,1
GLOBAL,ELCDOMXX01,2039,1
GLOBAL,ELCDOMXX01,2040,1
GLOBAL,ELCDOMXX01,2041,1
GLOBAL,ELCDOMXX01,2042,1
GLOBAL,ELCDOMXX01,2043,1
GLOBAL,ELCDOMXX01,2044,1
GLOBAL,ELCDOMXX01,2045,1
GLOBAL,ELCDOMXX01,2046,1
GLOBAL,ELCDOMXX01,2047,1
GLOBAL,ELCDOMXX01,2048,1
GLOBAL,ELCDOMXX01,2049,1
GLOBAL,ELCDOMXX01,2050,1
GLOBAL,ELCECUXX01,2021,1
GLOBAL,ELCECUXX01,2022,1
GLOBAL,ELCECUXX01,2023,1
GLOBAL,ELCECUXX01,2024,1
GLOBAL,ELCECUXX01,2025,1
GLOBAL,ELCECUXX01,2026,1
GLOBAL,ELCECUXX01,2027,1
GLOBAL,ELCECUXX01,2028,1
GLOBAL,ELCECUXX01,2029,1
GLOBAL,ELCECUXX01,2030,1
GLOBAL,ELCECUXX01,2031,1
GLOBAL,ELCECUXX01,2032,1
GLOBAL,ELCECUXX01,2033,1
GLOBAL,ELCECUXX01,2034,1
GLOBAL,ELCECUXX01,2035,1
GLOBAL,ELCECUXX01,2036,1
GLOBAL,ELCECUXX01,2037,1
GLOBAL,ELCECUXX01,2038,1
GLOBAL,ELCECUXX01,2039,1
GLOBAL,ELCECUXX01,2040,1
GLOBAL,ELCECUXX01,2041,1
GLOBAL,ELCECUXX01,2042,1
GLOBAL,ELCECUXX01,2043,1
GLOBAL,ELCECUXX01,2044,1
GLOBAL,ELCECUXX01,2045,1
GLOBAL,ELCECUXX01,2046,1
GLOBAL,ELCECUXX01,2047,1
GLOBAL,ELCECUXX01,2048,1
GLOBAL,ELCECUXX01,2049,1
GLOBAL,ELCECUXX01,2050,1
GLOBAL,ELCGTMXX01,2021,1
GLOBAL,ELCGTMXX01,2022,1
GLOBAL,ELCGTMXX01,2023,1
GLOBAL,ELCGTMXX01,2024,1
GLOBAL,ELCGTMXX01,2025,1
GLOBAL,ELCGTMXX01,2026,1
GLOBAL,ELCGTMXX01,2027,1
GLOBAL,ELCGTMXX01,2028,1
GLOBAL,ELCGTMXX01,2029,1
GLOBAL,ELCGTMXX01,2030,1
GLOBAL,ELCGTMXX01,2031,1
GLOBAL,ELCGTMXX01,2032,1
GLOBAL,ELCGTMXX01,2033,1
GLOBAL,ELCGTMXX01,2034,1
GLOBAL,ELCGTMXX01,2035,1
GLOBAL,ELCGTMXX01,2036,1
GLOBAL,ELCGTMXX01,2037,1
GLOBAL,ELCGTMXX01,2038,1
GLOBAL,ELCGTMXX01,2039,1
GLOBAL,ELCGTMXX01,2040,1
GLOBAL,ELCGTMXX01,2041,1
GLOBAL,ELCGTMXX01,2042,1
GLOBAL,ELCGTMXX01,2043,1
GLOBAL,ELCGTMXX01,2044,1
GLOBAL,ELCGTMXX01,2045,1
GLOBAL,ELCGTMXX01,2046,1
GLOBAL,ELCGTMXX01,2047,1
GLOBAL,ELCGTMXX01,2048,1
GLOBAL,ELCGTMXX01,2049,1
GLOBAL,ELCGTMXX01,2050,1
GLOBAL,ELCHNDXX01,2021,1
GLOBAL,ELCHNDXX01,2022,1
GLOBAL,ELCHNDXX01,2023,1
GLOBAL,ELCHNDXX01,2024,1
GLOBAL,ELCHNDXX01,2025,1
GLOBAL,ELCHNDXX01,2026,1
GLOBAL,ELCHNDXX01,2027,1
GLOBAL,ELCHNDXX01,2028,1
GLOBAL,ELCHNDXX01,2029,1
GLOBAL,ELCHNDXX01,2030,1
GLOBAL,ELCHNDXX01,2031,1
GLOBAL,ELCHNDXX01,2032,1
GLOBAL,ELCHNDXX01,2033,1
GLOBAL,ELCHNDXX01,2034,1
GLOBAL,ELCHNDXX01,2035,1
GLOBAL,ELCHNDXX01,2036,1
GLOBAL,ELCHNDXX01,2037,1
GLOBAL,ELCHNDXX01,2038,1
GLOBAL,ELCHNDXX01,2039,1
GLOBAL,ELCHNDXX01,2040,1
GLOBAL,ELCHNDXX01,2041,1
GLOBAL,ELCHNDXX01,2042,1
GLOBAL,ELCHNDXX01,2043,1
GLOBAL,ELCHNDXX01,2044,1
GLOBAL,ELCHNDXX01,2045,1
GLOBAL,ELCHNDXX01,2046,1
GLOBAL,ELCHNDXX01,2047,1
GLOBAL,ELCHNDXX01,2048,1
GLOBAL,ELCHNDXX01,2049,1
GLOBAL,ELCHNDXX01,2050,1
GLOBAL,ELCHTIXX01,2021,1
GLOBAL,ELCHTIXX01,2022,1
GLOBAL,ELCHTIXX01,2023,1
GLOBAL,ELCHTIXX01,2024,1
GLOBAL,ELCHTIXX01,2025,1
GLOBAL,ELCHTIXX01,2026,1
GLOBAL,ELCHTIXX01,2027,1
GLOBAL,ELCHTIXX01,2028,1
GLOBAL,ELCHTIXX01,2029,1
GLOBAL,ELCHTIXX01,2030,1
GLOBAL,ELCHTIXX01,2031,1
GLOBAL,ELCHTIXX01,2032,1
GLOBAL,ELCHTIXX01,2033,1
GLOBAL,ELCHTIXX01,2034,1
GLOBAL,ELCHTIXX01,2035,1
GLOBAL,ELCHTIXX01,2036,1
GLOBAL,ELCHTIXX01,2037,1
GLOBAL,ELCHTIXX01,2038,1
GLOBAL,ELCHTIXX01,2039,1
GLOBAL,ELCHTIXX01,2040,1
GLOBAL,ELCHTIXX01,2041,1
GLOBAL,ELCHTIXX01,2042,1
GLOBAL,ELCHTIXX01,2043,1
GLOBAL,ELCHTIXX01,2044,1
GLOBAL,ELCHTIXX01,2045,1
GLOBAL,ELCHTIXX01,2046,1
GLOBAL,ELCHTIXX01,2047,1
GLOBAL,ELCHTIXX01,2048,1
GLOBAL,ELCHTIXX01,2049,1
GLOBAL,ELCHTIXX01,2050,1
GLOBAL,ELCJAMXX01,2021,1
GLOBAL,ELCJAMXX01,2022,1
GLOBAL,ELCJAMXX01,2023,1
GLOBAL,ELCJAMXX01,2024,1
GLOBAL,ELCJAMXX01,2025,1
GLOBAL,ELCJAMXX01,2026,1
GLOBAL,ELCJAMXX01,2027,1
GLOBAL,ELCJAMXX01,2028,1
GLOBAL,ELCJAMXX01,2029,1
GLOBAL,ELCJAMXX01,2030,1
GLOBAL,ELCJAMXX01,2031,1
GLOBAL,ELCJAMXX01,2032,1
GLOBAL,ELCJAMXX01,2033,1
GLOBAL,ELCJAMXX01,2034,1
GLOBAL,ELCJAMXX01,2035,1
GLOBAL,ELCJAMXX01,2036,1
GLOBAL,ELCJAMXX01,2037,1
GLOBAL,ELCJAMXX01,2038,1
GLOBAL,ELCJAMXX01,2039,1
GLOBAL,ELCJAMXX01,2040,1
GLOBAL,ELCJAMXX01,2041,1
GLOBAL,ELCJAMXX01,2042,1
GLOBAL,ELCJAMXX01,2043,1
GLOBAL,ELCJAMXX01,2044,1
GLOBAL,ELCJAMXX01,2045,1
GLOBAL,ELCJAMXX01,2046,1
GLOBAL,ELCJAMXX01,2047,1
GLOBAL,ELCJAMXX01,2048,1
GLOBAL,ELCJAMXX01,2049,1
GLOBAL,ELCJAMXX01,2050,1
GLOBAL,ELCMEXXX01,2021,1
GLOBAL,ELCMEXXX01,2022,1
GLOBAL,ELCMEXXX01,2023,1
GLOBAL,ELCMEXXX01,2024,1
GLOBAL,ELCMEXXX01,2025,1
GLOBAL,ELCMEXXX01,2026,1
GLOBAL,ELCMEXXX01,2027,1
GLOBAL,ELCMEXXX01,2028,1
GLOBAL,ELCMEXXX01,2029,1
GLOBAL,ELCMEXXX01,2030,1
GLOBAL,ELCMEXXX01,2031,1
GLOBAL,ELCMEXXX01,2032,1
GLOBAL,ELCMEXXX01,2033,1
GLOBAL,ELCMEXXX01,2034,1
GLOBAL,ELCMEXXX01,2035,1
GLOBAL,ELCMEXXX01,2036,1
GLOBAL,ELCMEXXX01,2037,1
GLOBAL,ELCMEXXX01,2038,1
GLOBAL,ELCMEXXX01,2039,1
GLOBAL,ELCMEXXX01,2040,1
GLOBAL,ELCMEXXX01,2041,1
GLOBAL,ELCMEXXX01,2042,1
GLOBAL,ELCMEXXX01,2043,1
GLOBAL,ELCMEXXX01,2044,1
GLOBAL,ELCMEXXX01,2045,1
GLOBAL,ELCMEXXX01,2046,1
GLOBAL,ELCMEXXX01,2047,1
GLOBAL,ELCMEXXX01,2048,1
GLOBAL,ELCMEXXX01,2049,1
GLOBAL,ELCMEXXX01,2050,1
GLOBAL,ELCNICXX01,2021,1
GLOBAL,ELCNICXX01,2022,1
GLOBAL,ELCNICXX01,2023,1
GLOBAL,ELCNICXX01,2024,1
GLOBAL,ELCNICXX01,2025,1
GLOBAL,ELCNICXX01,2026,1
GLOBAL,ELCNICXX01,2027,1
GLOBAL,ELCNICXX01,2028,1
GLOBAL,ELCNICXX01,2029,1
GLOBAL,ELCNICXX01,2030,1
GLOBAL,ELCNICXX01,2031,1
GLOBAL,ELCNICXX01,2032,1
GLOBAL,ELCNICXX01,2033,1
GLOBAL,ELCNICXX01,2034,1
GLOBAL,ELCNICXX01,2035,1
GLOBAL,ELCNICXX01,2036,1
GLOBAL,ELCNICXX01,2037,1
GLOBAL,ELCNICXX01,2038,1
GLOBAL,ELCNICXX01,2039,1
GLOBAL,ELCNICXX01,2040,1
GLOBAL,ELCNICXX01,2041,1
GLOBAL,ELCNICXX01,2042,1
GLOBAL,ELCNICXX01,2043,1
GLOBAL,ELCNICXX01,2044,1
GLOBAL,ELCNICXX01,2045,1
GLOBAL,ELCNICXX01,2046,1
GLOBAL,ELCNICXX01,2047,1
GLOBAL,ELCNICXX01,2048,1
GLOBAL,ELCNICXX01,2049,1
GLOBAL,ELCNICXX01,2050,1
GLOBAL,ELCPANXX01,2021,1
GLOBAL,ELCPANXX01,2022,1
GLOBAL,ELCPANXX01,2023,1
GLOBAL,ELCPANXX01,2024,1
GLOBAL,ELCPANXX01,2025,1
GLOBAL,ELCPANXX01,2026,1
GLOBAL,ELCPANXX01,2027,1
GLOBAL,ELCPANXX01,2028,1
GLOBAL,ELCPANXX01,2029,1
GLOBAL,ELCPANXX01,2030,1
GLOBAL,ELCPANXX01,2031,1
GLOBAL,ELCPANXX01,2032,1
GLOBAL,ELCPANXX01,2033,1
GLOBAL,ELCPANXX01,2034,1
GLOBAL,ELCPANXX01,2035,1
GLOBAL,ELCPANXX01,2036,1
GLOBAL,ELCPANXX01,2037,1
GLOBAL,ELCPANXX01,2038,1
GLOBAL,ELCPANXX01,2039,1
GLOBAL,ELCPANXX01,2040,1
GLOBAL,ELCPANXX01,2041,1
GLOBAL,ELCPANXX01,2042,1
GLOBAL,ELCPANXX01,2043,1
GLOBAL,ELCPANXX01,2044,1
GLOBAL,ELCPANXX01,2045,1
GLOBAL,ELCPANXX01,2046,1
GLOBAL,ELCPANXX01,2047,1
GLOBAL,ELCPANXX01,2048,1
GLOBAL,ELCPANXX01,2049,1
GLOBAL,ELCPANXX01,2050,1
GLOBAL,ELCPERXX01,2021,1
GLOBAL,ELCPERXX01,2022,1
GLOBAL,ELCPERXX01,2023,1
GLOBAL,ELCPERXX01,2024,1
GLOBAL,ELCPERXX01,2025,1
GLOBAL,ELCPERXX01,2026,1
GLOBAL,ELCPERXX01,2027,1
GLOBAL,ELCPERXX01,2028,1
GLOBAL,ELCPERXX01,2029,1
GLOBAL,ELCPERXX01,2030,1
GLOBAL,ELCPERXX01,2031,1
GLOBAL,ELCPERXX01,2032,1
GLOBAL,ELCPERXX01,2033,1
GLOBAL,ELCPERXX01,2034,1
GLOBAL,ELCPERXX01,2035,1
GLOBAL,ELCPERXX01,2036,1
GLOBAL,ELCPERXX01,2037,1
GLOBAL,ELCPERXX01,2038,1
GLOBAL,ELCPERXX01,2039,1
