REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRCSPARGXX01,2021,1266.4002
GLOBAL,PWRCSPARGXX01,2022,1266.4002
GLOBAL,PWRCSPARGXX01,2023,1266.4002
GLOBAL,PWRCSPARGXX01,2024,1266.4002
GLOBAL,PWRCSPARGXX01,2025,1266.4002
GLOBAL,PWRCSPARGXX01,2026,1266.4002
GLOBAL,PWRCSPARGXX01,2027,1266.4002
GLOBAL,PWRCSPARGXX01,2028,1266.4002
GLOBAL,PWRCSPARGXX01,2029,1266.4002
GLOBAL,PWRCSPARGXX01,2030,1266.4002
GLOBAL,PWRCSPARGXX01,2031,1266.4002
GLOBAL,PWRCSPARGXX01,2032,1266.4002
GLOBAL,PWRCSPARGXX01,2033,1266.4002
GLOBAL,PWRCSPARGXX01,2034,1266.4002
GLOBAL,PWRCSPARGXX01,2035,1266.4002
GLOBAL,PWRCSPARGXX01,2036,1266.4002
GLOBAL,PWRCSPARGXX01,2037,1266.4002
GLOBAL,PWRCSPARGXX01,2038,1266.4002
GLOBAL,PWRCSPARGXX01,2039,1266.4002
GLOBAL,PWRCSPARGXX01,2040,1266.4002
GLOBAL,PWRCSPARGXX01,2041,1266.4002
GLOBAL,PWRCSPARGXX01,2042,1266.4002
GLOBAL,PWRCSPARGXX01,2043,1266.4002
GLOBAL,PWRCSPARGXX01,2044,1266.4002
GLOBAL,PWRCSPARGXX01,2045,1266.4002
GLOBAL,PWRCSPARGXX01,2046,1266.4002
GLOBAL,PWRCSPARGXX01,2047,1266.4002
GLOBAL,PWRCSPARGXX01,2048,1266.4002
GLOBAL,PWRCSPARGXX01,2049,1266.4002
GLOBAL,PWRCSPARGXX01,2050,1266.4002
GLOBAL,PWRCSPBOLXX01,2021,3.7002
GLOBAL,PWRCSPBOLXX01,2022,3.7002
GLOBAL,PWRCSPBOLXX01,2023,3.7002
GLOBAL,PWRCSPBOLXX01,2024,3.7002
GLOBAL,PWRCSPBOLXX01,2025,3.7002
GLOBAL,PWRCSPBOLXX01,2026,3.7002
GLOBAL,PWRCSPBOLXX01,2027,3.7002
GLOBAL,PWRCSPBOLXX01,2028,3.7002
GLOBAL,PWRCSPBOLXX01,2029,3.7002
GLOBAL,PWRCSPBOLXX01,2030,3.7002
GLOBAL,PWRCSPBOLXX01,2031,3.7002
GLOBAL,PWRCSPBOLXX01,2032,3.7002
GLOBAL,PWRCSPBOLXX01,2033,3.7002
GLOBAL,PWRCSPBOLXX01,2034,3.7002
GLOBAL,PWRCSPBOLXX01,2035,3.7002
GLOBAL,PWRCSPBOLXX01,2036,3.7002
GLOBAL,PWRCSPBOLXX01,2037,3.7002
GLOBAL,PWRCSPBOLXX01,2038,3.7002
GLOBAL,PWRCSPBOLXX01,2039,3.7002
GLOBAL,PWRCSPBOLXX01,2040,3.7002
