,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.431822,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4767069774,,,11.431822,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.431822,,,,,,0.4767069774,,,,,
3,2021.0,MINGASINT,S1D14,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.3994659,,,,,,,,,
4,2021.0,MINGASINT,S1D14,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.3919577280299999,,,9.3994659,,,,,,,,,,
5,2021.0,MINGASINT,S1D14,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.3994659,,,,,,0.3919577280299999,,,,,
6,2021.0,MINGASINT,S1D15,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.8004184,,,,,,,,,
7,2021.0,MINGASINT,S1D15,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.40867744728,,,9.8004184,,,,,,,,,,
8,2021.0,MINGASINT,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.8004184,,,,,,0.40867744728,,,,,
9,2021.0,MINGASINT,S1D16,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,10.412726,,,,,,,,,
