,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D10,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.5375575,,,,,,,,,
1,2021.0,MINGASINT,S1D10,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.03182744025,,,1.5375575,,,,,,,,,,
2,2021.0,MINGASINT,S1D10,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.5375575,,,,,,0.03182744025,,,,,
3,2021.0,MINGASINT,S1D11,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.5375575,,,,,,,,,
4,2021.0,MINGASINT,S1D11,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.03182744025,,,1.5375575,,,,,,,,,,
5,2021.0,MINGASINT,S1D11,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.5375575,,,,,,0.03182744025,,,,,
6,2021.0,MINGASINT,S1D12,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.5375575,,,,,,,,,
7,2021.0,MINGASINT,S1D12,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.03182744025,,,1.5375575,,,,,,,,,,
8,2021.0,MINGASINT,S1D12,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.5375575,,,,,,0.03182744025,,,,,
9,2021.0,MINGASINT,S1D3,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,0.97227904,,,,,,,,,
10,2021.0,MINGASINT,S1D3,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.020126176128,,,0.97227904,,,,,,,,,,
11,2021.0,MINGASINT,S1D3,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,0.97227904,,,,,,0.020126176128,,,,,
12,2021.0,MINGASINT,S1D4,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.5375575,,,,,,,,,
13,2021.0,MINGASINT,S1D4,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.03182744025,,,1.5375575,,,,,,,,,,
14,2021.0,MINGASINT,S1D4,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.5375575,,,,,,0.03182744025,,,,,
