,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.709724,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4882954908,,,11.709724,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.709724,,,,,,0.4882954908,,,,,
3,2021.0,MINGASINT,S1D14,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.695049,,,,,,,,,
4,2021.0,MINGASINT,S1D14,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4876835432999999,,,11.695049,,,,,,,,,,
5,2021.0,MINGASINT,S1D14,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.695049,,,,,,0.4876835432999999,,,,,
6,2021.0,MINGASINT,S1D15,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.709724,,,,,,,,,
7,2021.0,MINGASINT,S1D15,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4882954908,,,11.709724,,,,,,,,,,
8,2021.0,MINGASINT,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.709724,,,,,,0.4882954908,,,,,
9,2021.0,MINGASINT,S1D2,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.709724,,,,,,,,,
10,2021.0,MINGASINT,S1D2,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4882954908,,,11.709724,,,,,,,,,,
11,2021.0,MINGASINT,S1D2,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.709724,,,,,,0.4882954908,,,,,
12,2021.0,MINGASINT,,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,,1.9525700157,,,,,,,,,,,,
13,2021.0,MINGASINT,,,,,GLOBAL,,,,,,24.0595677334554,0.011709724,,0.011709724,22.95160747127009,22.93989774727009,,,11.709724,24.059567,,,,,,,,,,11.709724,,1.9525700157,,
14,2021.0,MINOILINT,S1D1,OILINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,2.6225772,,,,,,,,,
15,2021.0,MINOILINT,S1D1,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,0.10936146924,,,2.6225772,,,,,,,,,,
16,2021.0,MINOILINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,2.6225772,,,,,,0.10936146924,,,,,
17,2021.0,MINOILINT,S1D15,OILINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,0.51565528,,,,,,,,,
18,2021.0,MINOILINT,S1D15,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,0.021502825176,,,0.51565528,,,,,,,,,,
19,2021.0,MINOILINT,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,0.51565528,,,,,,0.021502825176,,,,,
20,2021.0,MINOILINT,S1D2,OILINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,3.0046172,,,,,,,,,
21,2021.0,MINOILINT,S1D2,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,0.12529253724,,,3.0046172,,,,,,,,,,
22,2021.0,MINOILINT,S1D2,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,3.0046172,,,,,,0.12529253724,,,,,
23,2021.0,MINOILINT,,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,,0.256156831656,,,,,,,,,,,,
24,2021.0,MINOILINT,,,,,GLOBAL,,,,,,4.494527768236176,0.0030046172,,0.0030046172,4.288368700538677,4.285364083338677,,,3.0046172,4.4945278,,,,,,,,,,3.0046172,,0.256156831656,,
25,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
26,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
27,2021.0,PWRBIOCRIXX01,S1D1,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
28,2021.0,PWRBIOCRIXX01,S1D1,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
29,2021.0,PWRBIOCRIXX01,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
30,2021.0,PWRBIOCRIXX01,S1D13,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,2.775236616,,,,,,,
31,2021.0,PWRBIOCRIXX01,S1D13,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,2.775236616,,,,,,,,0.2311772101127999
32,2021.0,PWRBIOCRIXX01,S1D13,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,0.77089906,,,,,,,,,
33,2021.0,PWRBIOCRIXX01,S1D13,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.064215891698,,,0.77089906,,,,,,,,,,
34,2021.0,PWRBIOCRIXX01,S1D13,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,0.77089906,,,,,,0.064215891698,,,,,
35,2021.0,PWRBIOCRIXX01,S1D14,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
36,2021.0,PWRBIOCRIXX01,S1D14,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
37,2021.0,PWRBIOCRIXX01,S1D14,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
38,2021.0,PWRBIOCRIXX01,S1D14,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
39,2021.0,PWRBIOCRIXX01,S1D14,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
40,2021.0,PWRBIOCRIXX01,S1D15,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
41,2021.0,PWRBIOCRIXX01,S1D15,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
42,2021.0,PWRBIOCRIXX01,S1D15,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
43,2021.0,PWRBIOCRIXX01,S1D15,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
44,2021.0,PWRBIOCRIXX01,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
45,2021.0,PWRBIOCRIXX01,S1D18,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.04471664,,,,,,,
46,2021.0,PWRBIOCRIXX01,S1D18,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.04471664,,,,,,,,0.336924896112
47,2021.0,PWRBIOCRIXX01,S1D18,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.1235324,,,,,,,,,
48,2021.0,PWRBIOCRIXX01,S1D18,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.09359024892,,,1.1235324,,,,,,,,,,
49,2021.0,PWRBIOCRIXX01,S1D18,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.1235324,,,,,,0.09359024892,,,,,
50,2021.0,PWRBIOCRIXX01,S1D2,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
51,2021.0,PWRBIOCRIXX01,S1D2,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
52,2021.0,PWRBIOCRIXX01,S1D2,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
53,2021.0,PWRBIOCRIXX01,S1D2,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
