,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.5113714,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.39662418738,,,9.5113714,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.5113714,,,,,,0.39662418738,,,,,
3,2021.0,MINGASINT,S1D15,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.2190315,,,,,,,,,
4,2021.0,MINGASINT,S1D15,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.34273361355,,,8.2190315,,,,,,,,,,
5,2021.0,MINGASINT,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.2190315,,,,,,0.34273361355,,,,,
6,2021.0,MINGASINT,S1D16,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.5979977,,,,,,,,,
7,2021.0,MINGASINT,S1D16,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.35853650409,,,8.5979977,,,,,,,,,,
8,2021.0,MINGASINT,S1D16,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.5979977,,,,,,0.35853650409,,,,,
9,2021.0,MINGASINT,S1D17,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.176729,,,,,,,,,
10,2021.0,MINGASINT,S1D17,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.3826695993,,,9.176729,,,,,,,,,,
11,2021.0,MINGASINT,S1D17,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.176729,,,,,,0.3826695993,,,,,
12,2021.0,MINGASINT,S1D18,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.5113714,,,,,,,,,
13,2021.0,MINGASINT,S1D18,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.39662418738,,,9.5113714,,,,,,,,,,
14,2021.0,MINGASINT,S1D18,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.5113714,,,,,,0.39662418738,,,,,
