,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.112177,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4633777809,,,11.112177,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.112177,,,,,,0.4633777809,,,,,
3,2021.0,MINGASINT,S1D12,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.9377901,,,,,,,,,
4,2021.0,MINGASINT,S1D12,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.37270584717,,,8.9377901,,,,,,,,,,
5,2021.0,MINGASINT,S1D12,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.9377901,,,,,,0.37270584717,,,,,
6,2021.0,MINGASINT,S1D13,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.5694161,,,,,,,,,
7,2021.0,MINGASINT,S1D13,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.39904465137,,,9.5694161,,,,,,,,,,
8,2021.0,MINGASINT,S1D13,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.5694161,,,,,,0.39904465137,,,,,
9,2021.0,MINGASINT,,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,,1.23512827944,,,,,,,,,,,,
10,2021.0,MINGASINT,,,,,GLOBAL,,,,,,15.21925065925968,0.011112177,,0.011112177,14.522098316955422,14.510986139955422,,,11.112177,15.219251,,,,,,,,,,11.112177,,1.23512827944,,
11,2021.0,MINOILINT,S1D1,OILINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,0.96439526,,,,,,,,,
12,2021.0,MINOILINT,S1D1,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,0.040215282342,,,0.96439526,,,,,,,,,,
13,2021.0,MINOILINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,0.96439526,,,,,,0.040215282342,,,,,
14,2021.0,MINOILINT,,OILINT,,,GLOBAL,,,,,,,,,,,,,,,,,0.040215282342,,,,,,,,,,,,
15,2021.0,MINOILINT,,,,,GLOBAL,,,,,,0.705617343972732,0.00096439526,,0.00096439526,0.6737441350608387,0.6727797398008387,,,0.96439526,0.70561734,,,,,,,,,,0.96439526,,0.040215282342,,
16,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
17,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
18,2021.0,PWRBIOCRIXX01,S1D1,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
19,2021.0,PWRBIOCRIXX01,S1D1,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
20,2021.0,PWRBIOCRIXX01,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
21,2021.0,PWRBIOCRIXX01,S1D12,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
22,2021.0,PWRBIOCRIXX01,S1D12,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
23,2021.0,PWRBIOCRIXX01,S1D12,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
24,2021.0,PWRBIOCRIXX01,S1D12,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
25,2021.0,PWRBIOCRIXX01,S1D12,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
26,2021.0,PWRBIOCRIXX01,S1D13,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
27,2021.0,PWRBIOCRIXX01,S1D13,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.1893673728
28,2021.0,PWRBIOCRIXX01,S1D13,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
29,2021.0,PWRBIOCRIXX01,S1D13,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.052602048,,,1.26144,,,,,,,,,,
30,2021.0,PWRBIOCRIXX01,S1D13,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.052602048,,,,,
31,2021.0,PWRBIOCRIXX01,S1D14,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
32,2021.0,PWRBIOCRIXX01,S1D14,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.3782806271999999
33,2021.0,PWRBIOCRIXX01,S1D14,ELCCRIXX01,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,1.26144,,,,,,,,,
34,2021.0,PWRBIOCRIXX01,S1D14,ELCCRIXX01,,,GLOBAL,,,,,,,,,,,,,,,,0.1050779519999999,,,1.26144,,,,,,,,,,
35,2021.0,PWRBIOCRIXX01,S1D14,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,1.26144,,,,,,0.1050779519999999,,,,,
