,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.7786263,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.36606871671,,,8.7786263,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.7786263,,,,,,0.36606871671,,,,,
3,2021.0,MINGASINT,S1D15,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,7.8480942,,,,,,,,,
4,2021.0,MINGASINT,S1D15,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.32726552814,,,7.8480942,,,,,,,,,,
5,2021.0,MINGASINT,S1D15,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,7.8480942,,,,,,0.32726552814,,,,,
6,2021.0,MINGASINT,S1D16,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.2163109,,,,,,,,,
7,2021.0,MINGASINT,S1D16,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.34262016453,,,8.2163109,,,,,,,,,,
8,2021.0,MINGASINT,S1D16,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.2163109,,,,,,0.34262016453,,,,,
9,2021.0,MINGASINT,S1D17,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.7786263,,,,,,,,,
10,2021.0,MINGASINT,S1D17,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.36606871671,,,8.7786263,,,,,,,,,,
11,2021.0,MINGASINT,S1D17,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.7786263,,,,,,0.36606871671,,,,,
12,2021.0,MINGASINT,S1D18,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.7786263,,,,,,,,,
13,2021.0,MINGASINT,S1D18,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.36606871671,,,8.7786263,,,,,,,,,,
14,2021.0,MINGASINT,S1D18,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.7786263,,,,,,0.36606871671,,,,,
15,2021.0,MINGASINT,S1D2,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.7786263,,,,,,,,,
