,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D10,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,5.0690856,,,,,,,,,
1,2021.0,MINGASINT,S1D10,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.21138086952,,,5.0690856,,,,,,,,,,
2,2021.0,MINGASINT,S1D10,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,5.0690856,,,,,,0.21138086952,,,,,
3,2021.0,MINGASINT,S1D11,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,5.5724806,,,,,,,,,
4,2021.0,MINGASINT,S1D11,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.23237244102,,,5.5724806,,,,,,,,,,
5,2021.0,MINGASINT,S1D11,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,5.5724806,,,,,,0.23237244102,,,,,
6,2021.0,MINGASINT,,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,,0.44375331054,,,,,,,,,,,,
7,2021.0,MINGASINT,,,,,GLOBAL,,,,,,5.46792829247388,0.0055724806,,0.0055724806,5.219037548151376,5.213465067551376,,,5.5724806,5.4679283,,,,,,,,,,5.5724806,,0.44375331054,,
8,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,
9,2021.0,PWRBIOCRIXX01,S1D1,BIOCRIXX,,,GLOBAL,,,,,,,,,,,,,,,,,,,,,4.541183999999999,,,,,,,,0.3782806271999999
