,YEAR,TECHNOLOGY,TIMESLICE,FUEL,EMISSION,MODE_OF_OPERATION,REGION,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionByMode,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedCostByTechnology,DiscountedOperationalCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfActivity,RateOfProductionByTechnology,RateOfProductionByTechnologyByMode,RateOfUseByTechnology,RateOfUseByTechnologyByMode,SalvageValue,TotalAnnualTechnologyActivityByMode,TotalCapacityAnnual,TotalDiscountedCost,TotalTechnologyAnnualActivity,TotalTechnologyModelPeriodActivity,UseByTechnology
0,2021.0,MINGASINT,S1D1,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,11.119724,,,,,,,,,
1,2021.0,MINGASINT,S1D1,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4636924908,,,11.119724,,,,,,,,,,
2,2021.0,MINGASINT,S1D1,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,11.119724,,,,,,0.4636924908,,,,,
3,2021.0,MINGASINT,S1D13,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,8.9726133,,,,,,,,,
4,2021.0,MINGASINT,S1D13,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.37415797461,,,8.9726133,,,,,,,,,,
5,2021.0,MINGASINT,S1D13,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,8.9726133,,,,,,0.37415797461,,,,,
6,2021.0,MINGASINT,S1D14,GASINT,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,,,9.602976,,,,,,,,,
7,2021.0,MINGASINT,S1D14,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,0.4004440992,,,9.602976,,,,,,,,,,
8,2021.0,MINGASINT,S1D14,,,1.0,GLOBAL,,,,,,,,,,,,,,,,,,9.602976,,,,,,0.4004440992,,,,,
9,2021.0,MINGASINT,,GASINT,,,GLOBAL,,,,,,,,,,,,,,,,,1.23829456461,,,,,,,,,,,,
