REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWROCGCRIXX01,2022,0.54526132
GLOBAL,PWROCGCRIXX01,2023,6.1762277
GLOBAL,PWROCGCRIXX01,2024,8.8114414
GLOBAL,PWROCGCRIXX01,2025,11.280548
GLOBAL,PWROCGCRIXX01,2026,48.470225
GLOBAL,PWROCGCRIXX01,2027,169.70637
GLOBAL,PWROCGCRIXX01,2028,20.338234
GLOBAL,PWROCGCRIXX01,2029,22.369653
GLOBAL,PWROCGCRIXX01,2030,24.147919
GLOBAL,PWROCGCRIXX01,2031,28.141325
GLOBAL,PWROCGCRIXX01,2032,41.596897
GLOBAL,PWROCGCRIXX01,2033,31.20583
GLOBAL,PWROCGCRIXX01,2034,32.532455
GLOBAL,PWROCGCRIXX01,2035,33.738478
GLOBAL,PWROCGCRIXX01,2036,39.424592
GLOBAL,PWROCGCRIXX01,2037,40.552629
GLOBAL,PWROCGCRIXX01,2038,41.454003
GLOBAL,PWROCGCRIXX01,2039,42.510379
GLOBAL,PWROCGCRIXX01,2040,43.35789
GLOBAL,PWROCGCRIXX01,2041,47.948421
GLOBAL,PWROCGCRIXX01,2042,48.843294
GLOBAL,PWROCGCRIXX01,2043,49.401346
GLOBAL,PWROCGCRIXX01,2044,50.030318
GLOBAL,PWROCGCRIXX01,2045,50.741127
GLOBAL,PWROCGCRIXX01,2046,53.930819
GLOBAL,PWROCGCRIXX01,2047,54.287596
GLOBAL,PWROCGCRIXX01,2048,54.882539
GLOBAL,PWROCGCRIXX01,2049,55.29454
GLOBAL,PWROCGCRIXX01,2050,55.524114
GLOBAL,PWRWONCRIXX01,2022,23.120891
GLOBAL,PWRWONCRIXX01,2023,44.332633
GLOBAL,PWRWONCRIXX01,2024,63.248057
GLOBAL,PWRWONCRIXX01,2025,80.971173
GLOBAL,PWRWONCRIXX01,2026,372.97084
GLOBAL,PWRWONCRIXX01,2027,131.08265
GLOBAL,PWRWONCRIXX01,2028,145.98676
GLOBAL,PWRWONCRIXX01,2029,160.56818
GLOBAL,PWRWONCRIXX01,2030,173.33247
GLOBAL,PWRWONCRIXX01,2031,201.07175
GLOBAL,PWRWONCRIXX01,2032,256.64331
GLOBAL,PWRWONCRIXX01,2033,220.91601
GLOBAL,PWRWONCRIXX01,2034,229.23807
GLOBAL,PWRWONCRIXX01,2035,236.62705
GLOBAL,PWRWONCRIXX01,2036,275.21086
GLOBAL,PWRWONCRIXX01,2037,281.75213
GLOBAL,PWRWONCRIXX01,2038,286.65186
GLOBAL,PWRWONCRIXX01,2039,292.55906
GLOBAL,PWRWONCRIXX01,2040,594.22663
GLOBAL,PWRWONCRIXX01,2041,328.40765
GLOBAL,PWRWONCRIXX01,2042,334.5368
GLOBAL,PWRWONCRIXX01,2043,338.359
GLOBAL,PWRWONCRIXX01,2044,342.66694
GLOBAL,PWRWONCRIXX01,2045,347.53541
GLOBAL,PWRWONCRIXX01,2046,369.3822
GLOBAL,PWRWONCRIXX01,2047,371.82583
GLOBAL,PWRWONCRIXX01,2048,375.90071
GLOBAL,PWRWONCRIXX01,2049,378.72258
GLOBAL,PWRWONCRIXX01,2050,380.29497
