REGION,TECHNOLOGY,VALUE
GLOBAL,PWRBIOCRIXX01,6.937919999999999
GLOBAL,PWRGEOCRIXX01,30.794904000000002
GLOBAL,PWRHYDCRIXX01,853.6790105
GLOBAL,PWRTRNCRIXX,2475.5299999999997
GLOBAL,PWRWONCRIXX01,1584.11816465
GLOBAL,RNWBIOCRIXX,24.976512000000003
GLOBAL,RNWGEOCRIXX,30.794904000000002
GLOBAL,RNWHYDCRIXX,853.6790105
GLOBAL,RNWWONCRIXX,1584.11816465
