REGION,TECHNOLOGY,VALUE
GLOBAL,RNWRPOHNDXX,20.0
GLOBAL,RNWRPOHTIXX,20.0
GLOBAL,RNWRPOJAMXX,20.0
GLOBAL,RNWRPOMEXXX,20.0
GLOBAL,RNWRPONICXX,20.0
GLOBAL,RNWRPOPANXX,20.0
GLOBAL,RNWRPOPERXX,20.0
GLOBAL,RNWRPOPRYXX,20.0
GLOBAL,RNWRPOSLVXX,20.0
GLOBAL,RNWRPOURYXX,20.0
GLOBAL,RNWTRNARGXX,50.0
GLOBAL,RNWTRNBOLXX,50.0
GLOBAL,RNWTRNBRAXX,50.0
GLOBAL,RNWTRNCHLXX,50.0
GLOBAL,RNWTRNCOLXX,50.0
GLOBAL,RNWTRNCRIXX,50.0
GLOBAL,RNWTRNDOMXX,50.0
GLOBAL,RNWTRNECUXX,50.0
GLOBAL,RNWTRNGTMXX,50.0
GLOBAL,RNWTRNHNDXX,50.0
GLOBAL,RNWTRNHTIXX,50.0
GLOBAL,RNWTRNJAMXX,50.0
GLOBAL,RNWTRNMEXXX,50.0
GLOBAL,RNWTRNNICXX,50.0
GLOBAL,RNWTRNPANXX,50.0
GLOBAL,RNWTRNPERXX,50.0
GLOBAL,RNWTRNPRYXX,50.0
GLOBAL,RNWTRNSLVXX,50.0
GLOBAL,RNWTRNURYXX,50.0
GLOBAL,TRNARGXXBOLXX,60.0
GLOBAL,TRNARGXXBRAXX,60.0
GLOBAL,TRNARGXXCHLXX,60.0
GLOBAL,TRNARGXXPRYXX,60.0
GLOBAL,TRNARGXXURYXX,60.0
GLOBAL,TRNBOLXXBRAXX,60.0
GLOBAL,TRNBOLXXCHLXX,60.0
GLOBAL,TRNBOLXXPERXX,60.0
GLOBAL,TRNBOLXXPRYXX,60.0
GLOBAL,TRNBRAXXCOLXX,60.0
GLOBAL,TRNBRAXXPERXX,60.0
GLOBAL,TRNBRAXXPRYXX,60.0
GLOBAL,TRNBRAXXURYXX,60.0
GLOBAL,TRNCHLXXPERXX,60.0
GLOBAL,TRNCOLXXECUXX,60.0
GLOBAL,TRNCOLXXPANXX,60.0
GLOBAL,TRNCOLXXPERXX,60.0
GLOBAL,TRNCRIXXNICXX,60.0
GLOBAL,TRNCRIXXPANXX,60.0
GLOBAL,TRNDOMXXHTIXX,60.0
GLOBAL,TRNECUXXPERXX,60.0
GLOBAL,TRNGTMXXHNDXX,60.0
GLOBAL,TRNGTMXXMEXXX,60.0
GLOBAL,TRNGTMXXSLVXX,60.0
GLOBAL,TRNHNDXXNICXX,60.0
GLOBAL,TRNHNDXXSLVXX,60.0
GLOBAL,TRNNLIARGXX,50.0
GLOBAL,TRNNLIBOLXX,50.0
GLOBAL,TRNNLIBRAXX,50.0
GLOBAL,TRNNLICHLXX,50.0
GLOBAL,TRNNLICOLXX,50.0
GLOBAL,TRNNLICRIXX,50.0
GLOBAL,TRNNLIDOMXX,50.0
GLOBAL,TRNNLIECUXX,50.0
GLOBAL,TRNNLIGTMXX,50.0
GLOBAL,TRNNLIHNDXX,50.0
GLOBAL,TRNNLIHTIXX,50.0
GLOBAL,TRNNLIJAMXX,50.0
GLOBAL,TRNNLIMEXXX,50.0
GLOBAL,TRNNLINICXX,50.0
GLOBAL,TRNNLIPANXX,50.0
GLOBAL,TRNNLIPERXX,50.0
GLOBAL,TRNNLIPRYXX,50.0
GLOBAL,TRNNLISLVXX,50.0
GLOBAL,TRNNLIURYXX,50.0
GLOBAL,TRNRPOARGXX,20.0
GLOBAL,TRNRPOBOLXX,20.0
GLOBAL,TRNRPOBRAXX,20.0
GLOBAL,TRNRPOCHLXX,20.0
GLOBAL,TRNRPOCOLXX,20.0
GLOBAL,TRNRPOCRIXX,20.0
GLOBAL,TRNRPODOMXX,20.0
GLOBAL,TRNRPOECUXX,20.0
GLOBAL,TRNRPOGTMXX,20.0
GLOBAL,TRNRPOHNDXX,20.0
GLOBAL,TRNRPOHTIXX,20.0
GLOBAL,TRNRPOJAMXX,20.0
GLOBAL,TRNRPOMEXXX,20.0
GLOBAL,TRNRPONICXX,20.0
GLOBAL,TRNRPOPANXX,20.0
GLOBAL,TRNRPOPERXX,20.0
GLOBAL,TRNRPOPRYXX,20.0
GLOBAL,TRNRPOSLVXX,20.0
GLOBAL,TRNRPOURYXX,20.0
