REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,MINURNGTM,1,2023,2.0
GLOBAL,MINURNGTM,1,2024,2.0
GLOBAL,MINURNGTM,1,2025,2.0
GLOBAL,MINURNGTM,1,2026,2.0
GLOBAL,MINURNGTM,1,2027,2.0
GLOBAL,MINURNGTM,1,2028,2.0
GLOBAL,MINURNGTM,1,2029,2.0
GLOBAL,MINURNGTM,1,2030,2.0
GLOBAL,MINURNGTM,1,2031,2.0
GLOBAL,MINURNGTM,1,2032,2.0
GLOBAL,MINURNGTM,1,2033,2.0
GLOBAL,MINURNGTM,1,2034,2.0
GLOBAL,MINURNGTM,1,2035,2.0
GLOBAL,MINURNGTM,1,2036,2.0
GLOBAL,MINURNGTM,1,2037,2.0
GLOBAL,MINURNGTM,1,2038,2.0
GLOBAL,MINURNGTM,1,2039,2.0
GLOBAL,MINURNGTM,1,2040,2.0
GLOBAL,MINURNGTM,1,2041,2.0
GLOBAL,MINURNGTM,1,2042,2.0
GLOBAL,MINURNGTM,1,2043,2.0
GLOBAL,MINURNGTM,1,2044,2.0
GLOBAL,MINURNGTM,1,2045,2.0
GLOBAL,MINURNGTM,1,2046,2.0
GLOBAL,MINURNGTM,1,2047,2.0
GLOBAL,MINURNGTM,1,2048,2.0
GLOBAL,MINURNGTM,1,2049,2.0
GLOBAL,MINURNGTM,1,2050,2.0
GLOBAL,MINURNHND,1,2023,2.0
GLOBAL,MINURNHND,1,2024,2.0
GLOBAL,MINURNHND,1,2025,2.0
GLOBAL,MINURNHND,1,2026,2.0
GLOBAL,MINURNHND,1,2027,2.0
GLOBAL,MINURNHND,1,2028,2.0
GLOBAL,MINURNHND,1,2029,2.0
GLOBAL,MINURNHND,1,2030,2.0
GLOBAL,MINURNHND,1,2031,2.0
GLOBAL,MINURNHND,1,2032,2.0
GLOBAL,MINURNHND,1,2033,2.0
GLOBAL,MINURNHND,1,2034,2.0
GLOBAL,MINURNHND,1,2035,2.0
GLOBAL,MINURNHND,1,2036,2.0
GLOBAL,MINURNHND,1,2037,2.0
GLOBAL,MINURNHND,1,2038,2.0
GLOBAL,MINURNHND,1,2039,2.0
GLOBAL,MINURNHND,1,2040,2.0
GLOBAL,MINURNHND,1,2041,2.0
GLOBAL,MINURNHND,1,2042,2.0
GLOBAL,MINURNHND,1,2043,2.0
GLOBAL,MINURNHND,1,2044,2.0
GLOBAL,MINURNHND,1,2045,2.0
GLOBAL,MINURNHND,1,2046,2.0
GLOBAL,MINURNHND,1,2047,2.0
GLOBAL,MINURNHND,1,2048,2.0
GLOBAL,MINURNHND,1,2049,2.0
GLOBAL,MINURNHND,1,2050,2.0
GLOBAL,MINURNHTI,1,2023,2.0
GLOBAL,MINURNHTI,1,2024,2.0
GLOBAL,MINURNHTI,1,2025,2.0
GLOBAL,MINURNHTI,1,2026,2.0
GLOBAL,MINURNHTI,1,2027,2.0
GLOBAL,MINURNHTI,1,2028,2.0
GLOBAL,MINURNHTI,1,2029,2.0
GLOBAL,MINURNHTI,1,2030,2.0
GLOBAL,MINURNHTI,1,2031,2.0
GLOBAL,MINURNHTI,1,2032,2.0
GLOBAL,MINURNHTI,1,2033,2.0
GLOBAL,MINURNHTI,1,2034,2.0
GLOBAL,MINURNHTI,1,2035,2.0
GLOBAL,MINURNHTI,1,2036,2.0
GLOBAL,MINURNHTI,1,2037,2.0
GLOBAL,MINURNHTI,1,2038,2.0
GLOBAL,MINURNHTI,1,2039,2.0
GLOBAL,MINURNHTI,1,2040,2.0
GLOBAL,MINURNHTI,1,2041,2.0
GLOBAL,MINURNHTI,1,2042,2.0
GLOBAL,MINURNHTI,1,2043,2.0
GLOBAL,MINURNHTI,1,2044,2.0
GLOBAL,MINURNHTI,1,2045,2.0
GLOBAL,MINURNHTI,1,2046,2.0
GLOBAL,MINURNHTI,1,2047,2.0
GLOBAL,MINURNHTI,1,2048,2.0
GLOBAL,MINURNHTI,1,2049,2.0
GLOBAL,MINURNHTI,1,2050,2.0
GLOBAL,MINURNINT,1,2023,2.6
GLOBAL,MINURNINT,1,2024,2.6
GLOBAL,MINURNINT,1,2025,2.6
GLOBAL,MINURNINT,1,2026,2.6
GLOBAL,MINURNINT,1,2027,2.6
GLOBAL,MINURNINT,1,2028,2.6
GLOBAL,MINURNINT,1,2029,2.6
GLOBAL,MINURNINT,1,2030,2.6
GLOBAL,MINURNINT,1,2031,2.6
GLOBAL,MINURNINT,1,2032,2.6
GLOBAL,MINURNINT,1,2033,2.6
GLOBAL,MINURNINT,1,2034,2.6
GLOBAL,MINURNINT,1,2035,2.6
GLOBAL,MINURNINT,1,2036,2.6
GLOBAL,MINURNINT,1,2037,2.6
GLOBAL,MINURNINT,1,2038,2.6
GLOBAL,MINURNINT,1,2039,2.6
GLOBAL,MINURNINT,1,2040,2.6
GLOBAL,MINURNINT,1,2041,2.6
GLOBAL,MINURNINT,1,2042,2.6
GLOBAL,MINURNINT,1,2043,2.6
GLOBAL,MINURNINT,1,2044,2.6
GLOBAL,MINURNINT,1,2045,2.6
GLOBAL,MINURNINT,1,2046,2.6
GLOBAL,MINURNINT,1,2047,2.6
GLOBAL,MINURNINT,1,2048,2.6
GLOBAL,MINURNINT,1,2049,2.6
GLOBAL,MINURNINT,1,2050,2.6
GLOBAL,MINURNJAM,1,2023,2.0
GLOBAL,MINURNJAM,1,2024,2.0
GLOBAL,MINURNJAM,1,2025,2.0
GLOBAL,MINURNJAM,1,2026,2.0
GLOBAL,MINURNJAM,1,2027,2.0
GLOBAL,MINURNJAM,1,2028,2.0
GLOBAL,MINURNJAM,1,2029,2.0
GLOBAL,MINURNJAM,1,2030,2.0
GLOBAL,MINURNJAM,1,2031,2.0
GLOBAL,MINURNJAM,1,2032,2.0
GLOBAL,MINURNJAM,1,2033,2.0
GLOBAL,MINURNJAM,1,2034,2.0
GLOBAL,MINURNJAM,1,2035,2.0
GLOBAL,MINURNJAM,1,2036,2.0
GLOBAL,MINURNJAM,1,2037,2.0
GLOBAL,MINURNJAM,1,2038,2.0
GLOBAL,MINURNJAM,1,2039,2.0
GLOBAL,MINURNJAM,1,2040,2.0
GLOBAL,MINURNJAM,1,2041,2.0
GLOBAL,MINURNJAM,1,2042,2.0
GLOBAL,MINURNJAM,1,2043,2.0
GLOBAL,MINURNJAM,1,2044,2.0
GLOBAL,MINURNJAM,1,2045,2.0
GLOBAL,MINURNJAM,1,2046,2.0
GLOBAL,MINURNJAM,1,2047,2.0
GLOBAL,MINURNJAM,1,2048,2.0
GLOBAL,MINURNJAM,1,2049,2.0
GLOBAL,MINURNJAM,1,2050,2.0
GLOBAL,MINURNMEX,1,2023,2.0
GLOBAL,MINURNMEX,1,2024,2.0
GLOBAL,MINURNMEX,1,2025,2.0
GLOBAL,MINURNMEX,1,2026,2.0
GLOBAL,MINURNMEX,1,2027,2.0
GLOBAL,MINURNMEX,1,2028,2.0
GLOBAL,MINURNMEX,1,2029,2.0
GLOBAL,MINURNMEX,1,2030,2.0
GLOBAL,MINURNMEX,1,2031,2.0
GLOBAL,MINURNMEX,1,2032,2.0
GLOBAL,MINURNMEX,1,2033,2.0
GLOBAL,MINURNMEX,1,2034,2.0
GLOBAL,MINURNMEX,1,2035,2.0
GLOBAL,MINURNMEX,1,2036,2.0
GLOBAL,MINURNMEX,1,2037,2.0
GLOBAL,MINURNMEX,1,2038,2.0
GLOBAL,MINURNMEX,1,2039,2.0
GLOBAL,MINURNMEX,1,2040,2.0
GLOBAL,MINURNMEX,1,2041,2.0
GLOBAL,MINURNMEX,1,2042,2.0
GLOBAL,MINURNMEX,1,2043,2.0
GLOBAL,MINURNMEX,1,2044,2.0
GLOBAL,MINURNMEX,1,2045,2.0
GLOBAL,MINURNMEX,1,2046,2.0
GLOBAL,MINURNMEX,1,2047,2.0
GLOBAL,MINURNMEX,1,2048,2.0
GLOBAL,MINURNMEX,1,2049,2.0
GLOBAL,MINURNMEX,1,2050,2.0
GLOBAL,MINURNNIC,1,2023,2.0
GLOBAL,MINURNNIC,1,2024,2.0
GLOBAL,MINURNNIC,1,2025,2.0
GLOBAL,MINURNNIC,1,2026,2.0
GLOBAL,MINURNNIC,1,2027,2.0
GLOBAL,MINURNNIC,1,2028,2.0
GLOBAL,MINURNNIC,1,2029,2.0
GLOBAL,MINURNNIC,1,2030,2.0
GLOBAL,MINURNNIC,1,2031,2.0
GLOBAL,MINURNNIC,1,2032,2.0
GLOBAL,MINURNNIC,1,2033,2.0
GLOBAL,MINURNNIC,1,2034,2.0
GLOBAL,MINURNNIC,1,2035,2.0
GLOBAL,MINURNNIC,1,2036,2.0
GLOBAL,MINURNNIC,1,2037,2.0
GLOBAL,MINURNNIC,1,2038,2.0
GLOBAL,MINURNNIC,1,2039,2.0
GLOBAL,MINURNNIC,1,2040,2.0
GLOBAL,MINURNNIC,1,2041,2.0
GLOBAL,MINURNNIC,1,2042,2.0
GLOBAL,MINURNNIC,1,2043,2.0
GLOBAL,MINURNNIC,1,2044,2.0
GLOBAL,MINURNNIC,1,2045,2.0
GLOBAL,MINURNNIC,1,2046,2.0
GLOBAL,MINURNNIC,1,2047,2.0
GLOBAL,MINURNNIC,1,2048,2.0
GLOBAL,MINURNNIC,1,2049,2.0
GLOBAL,MINURNNIC,1,2050,2.0
GLOBAL,MINURNPAN,1,2023,2.0
GLOBAL,MINURNPAN,1,2024,2.0
GLOBAL,MINURNPAN,1,2025,2.0
GLOBAL,MINURNPAN,1,2026,2.0
GLOBAL,MINURNPAN,1,2027,2.0
GLOBAL,MINURNPAN,1,2028,2.0
GLOBAL,MINURNPAN,1,2029,2.0
GLOBAL,MINURNPAN,1,2030,2.0
GLOBAL,MINURNPAN,1,2031,2.0
GLOBAL,MINURNPAN,1,2032,2.0
GLOBAL,MINURNPAN,1,2033,2.0
GLOBAL,MINURNPAN,1,2034,2.0
GLOBAL,MINURNPAN,1,2035,2.0
GLOBAL,MINURNPAN,1,2036,2.0
GLOBAL,MINURNPAN,1,2037,2.0
GLOBAL,MINURNPAN,1,2038,2.0
GLOBAL,MINURNPAN,1,2039,2.0
GLOBAL,MINURNPAN,1,2040,2.0
GLOBAL,MINURNPAN,1,2041,2.0
GLOBAL,MINURNPAN,1,2042,2.0
GLOBAL,MINURNPAN,1,2043,2.0
GLOBAL,MINURNPAN,1,2044,2.0
GLOBAL,MINURNPAN,1,2045,2.0
GLOBAL,MINURNPAN,1,2046,2.0
GLOBAL,MINURNPAN,1,2047,2.0
GLOBAL,MINURNPAN,1,2048,2.0
GLOBAL,MINURNPAN,1,2049,2.0
GLOBAL,MINURNPAN,1,2050,2.0
GLOBAL,MINURNPER,1,2023,2.0
GLOBAL,MINURNPER,1,2024,2.0
GLOBAL,MINURNPER,1,2025,2.0
GLOBAL,MINURNPER,1,2026,2.0
GLOBAL,MINURNPER,1,2027,2.0
GLOBAL,MINURNPER,1,2028,2.0
GLOBAL,MINURNPER,1,2029,2.0
GLOBAL,MINURNPER,1,2030,2.0
GLOBAL,MINURNPER,1,2031,2.0
GLOBAL,MINURNPER,1,2032,2.0
GLOBAL,MINURNPER,1,2033,2.0
GLOBAL,MINURNPER,1,2034,2.0
GLOBAL,MINURNPER,1,2035,2.0
GLOBAL,MINURNPER,1,2036,2.0
GLOBAL,MINURNPER,1,2037,2.0
GLOBAL,MINURNPER,1,2038,2.0
GLOBAL,MINURNPER,1,2039,2.0
GLOBAL,MINURNPER,1,2040,2.0
GLOBAL,MINURNPER,1,2041,2.0
GLOBAL,MINURNPER,1,2042,2.0
GLOBAL,MINURNPER,1,2043,2.0
GLOBAL,MINURNPER,1,2044,2.0
GLOBAL,MINURNPER,1,2045,2.0
GLOBAL,MINURNPER,1,2046,2.0
GLOBAL,MINURNPER,1,2047,2.0
GLOBAL,MINURNPER,1,2048,2.0
GLOBAL,MINURNPER,1,2049,2.0
GLOBAL,MINURNPER,1,2050,2.0
GLOBAL,MINURNPRY,1,2023,2.0
GLOBAL,MINURNPRY,1,2024,2.0
GLOBAL,MINURNPRY,1,2025,2.0
GLOBAL,MINURNPRY,1,2026,2.0
GLOBAL,MINURNPRY,1,2027,2.0
GLOBAL,MINURNPRY,1,2028,2.0
GLOBAL,MINURNPRY,1,2029,2.0
GLOBAL,MINURNPRY,1,2030,2.0
GLOBAL,MINURNPRY,1,2031,2.0
GLOBAL,MINURNPRY,1,2032,2.0
GLOBAL,MINURNPRY,1,2033,2.0
GLOBAL,MINURNPRY,1,2034,2.0
GLOBAL,MINURNPRY,1,2035,2.0
GLOBAL,MINURNPRY,1,2036,2.0
GLOBAL,MINURNPRY,1,2037,2.0
GLOBAL,MINURNPRY,1,2038,2.0
GLOBAL,MINURNPRY,1,2039,2.0
GLOBAL,MINURNPRY,1,2040,2.0
GLOBAL,MINURNPRY,1,2041,2.0
GLOBAL,MINURNPRY,1,2042,2.0
GLOBAL,MINURNPRY,1,2043,2.0
GLOBAL,MINURNPRY,1,2044,2.0
GLOBAL,MINURNPRY,1,2045,2.0
GLOBAL,MINURNPRY,1,2046,2.0
GLOBAL,MINURNPRY,1,2047,2.0
GLOBAL,MINURNPRY,1,2048,2.0
GLOBAL,MINURNPRY,1,2049,2.0
GLOBAL,MINURNPRY,1,2050,2.0
GLOBAL,MINURNSLV,1,2023,2.0
GLOBAL,MINURNSLV,1,2024,2.0
GLOBAL,MINURNSLV,1,2025,2.0
GLOBAL,MINURNSLV,1,2026,2.0
GLOBAL,MINURNSLV,1,2027,2.0
GLOBAL,MINURNSLV,1,2028,2.0
GLOBAL,MINURNSLV,1,2029,2.0
GLOBAL,MINURNSLV,1,2030,2.0
GLOBAL,MINURNSLV,1,2031,2.0
GLOBAL,MINURNSLV,1,2032,2.0
GLOBAL,MINURNSLV,1,2033,2.0
GLOBAL,MINURNSLV,1,2034,2.0
GLOBAL,MINURNSLV,1,2035,2.0
GLOBAL,MINURNSLV,1,2036,2.0
GLOBAL,MINURNSLV,1,2037,2.0
GLOBAL,MINURNSLV,1,2038,2.0
GLOBAL,MINURNSLV,1,2039,2.0
GLOBAL,MINURNSLV,1,2040,2.0
GLOBAL,MINURNSLV,1,2041,2.0
GLOBAL,MINURNSLV,1,2042,2.0
GLOBAL,MINURNSLV,1,2043,2.0
GLOBAL,MINURNSLV,1,2044,2.0
GLOBAL,MINURNSLV,1,2045,2.0
GLOBAL,MINURNSLV,1,2046,2.0
GLOBAL,MINURNSLV,1,2047,2.0
GLOBAL,MINURNSLV,1,2048,2.0
GLOBAL,MINURNSLV,1,2049,2.0
GLOBAL,MINURNSLV,1,2050,2.0
GLOBAL,MINURNURY,1,2023,2.0
GLOBAL,MINURNURY,1,2024,2.0
GLOBAL,MINURNURY,1,2025,2.0
GLOBAL,MINURNURY,1,2026,2.0
GLOBAL,MINURNURY,1,2027,2.0
GLOBAL,MINURNURY,1,2028,2.0
GLOBAL,MINURNURY,1,2029,2.0
GLOBAL,MINURNURY,1,2030,2.0
GLOBAL,MINURNURY,1,2031,2.0
GLOBAL,MINURNURY,1,2032,2.0
GLOBAL,MINURNURY,1,2033,2.0
GLOBAL,MINURNURY,1,2034,2.0
GLOBAL,MINURNURY,1,2035,2.0
GLOBAL,MINURNURY,1,2036,2.0
GLOBAL,MINURNURY,1,2037,2.0
GLOBAL,MINURNURY,1,2038,2.0
GLOBAL,MINURNURY,1,2039,2.0
GLOBAL,MINURNURY,1,2040,2.0
GLOBAL,MINURNURY,1,2041,2.0
GLOBAL,MINURNURY,1,2042,2.0
GLOBAL,MINURNURY,1,2043,2.0
GLOBAL,MINURNURY,1,2044,2.0
GLOBAL,MINURNURY,1,2045,2.0
GLOBAL,MINURNURY,1,2046,2.0
GLOBAL,MINURNURY,1,2047,2.0
GLOBAL,MINURNURY,1,2048,2.0
GLOBAL,MINURNURY,1,2049,2.0
GLOBAL,MINURNURY,1,2050,2.0
GLOBAL,PWRBCKARGXX,1,2023,999999.0
GLOBAL,PWRBCKARGXX,1,2024,999999.0
GLOBAL,PWRBCKARGXX,1,2025,999999.0
GLOBAL,PWRBCKARGXX,1,2026,999999.0
GLOBAL,PWRBCKARGXX,1,2027,999999.0
GLOBAL,PWRBCKARGXX,1,2028,999999.0
GLOBAL,PWRBCKARGXX,1,2029,999999.0
GLOBAL,PWRBCKARGXX,1,2030,999999.0
GLOBAL,PWRBCKARGXX,1,2031,999999.0
GLOBAL,PWRBCKARGXX,1,2032,999999.0
GLOBAL,PWRBCKARGXX,1,2033,999999.0
GLOBAL,PWRBCKARGXX,1,2034,999999.0
GLOBAL,PWRBCKARGXX,1,2035,999999.0
GLOBAL,PWRBCKARGXX,1,2036,999999.0
GLOBAL,PWRBCKARGXX,1,2037,999999.0
GLOBAL,PWRBCKARGXX,1,2038,999999.0
GLOBAL,PWRBCKARGXX,1,2039,999999.0
GLOBAL,PWRBCKARGXX,1,2040,999999.0
GLOBAL,PWRBCKARGXX,1,2041,999999.0
GLOBAL,PWRBCKARGXX,1,2042,999999.0
GLOBAL,PWRBCKARGXX,1,2043,999999.0
GLOBAL,PWRBCKARGXX,1,2044,999999.0
GLOBAL,PWRBCKARGXX,1,2045,999999.0
GLOBAL,PWRBCKARGXX,1,2046,999999.0
GLOBAL,PWRBCKARGXX,1,2047,999999.0
GLOBAL,PWRBCKARGXX,1,2048,999999.0
GLOBAL,PWRBCKARGXX,1,2049,999999.0
GLOBAL,PWRBCKARGXX,1,2050,999999.0
GLOBAL,PWRBCKBOLXX,1,2023,999999.0
GLOBAL,PWRBCKBOLXX,1,2024,999999.0
GLOBAL,PWRBCKBOLXX,1,2025,999999.0
GLOBAL,PWRBCKBOLXX,1,2026,999999.0
GLOBAL,PWRBCKBOLXX,1,2027,999999.0
GLOBAL,PWRBCKBOLXX,1,2028,999999.0
GLOBAL,PWRBCKBOLXX,1,2029,999999.0
GLOBAL,PWRBCKBOLXX,1,2030,999999.0
GLOBAL,PWRBCKBOLXX,1,2031,999999.0
GLOBAL,PWRBCKBOLXX,1,2032,999999.0
GLOBAL,PWRBCKBOLXX,1,2033,999999.0
GLOBAL,PWRBCKBOLXX,1,2034,999999.0
GLOBAL,PWRBCKBOLXX,1,2035,999999.0
GLOBAL,PWRBCKBOLXX,1,2036,999999.0
GLOBAL,PWRBCKBOLXX,1,2037,999999.0
GLOBAL,PWRBCKBOLXX,1,2038,999999.0
GLOBAL,PWRBCKBOLXX,1,2039,999999.0
GLOBAL,PWRBCKBOLXX,1,2040,999999.0
GLOBAL,PWRBCKBOLXX,1,2041,999999.0
GLOBAL,PWRBCKBOLXX,1,2042,999999.0
GLOBAL,PWRBCKBOLXX,1,2043,999999.0
GLOBAL,PWRBCKBOLXX,1,2044,999999.0
GLOBAL,PWRBCKBOLXX,1,2045,999999.0
GLOBAL,PWRBCKBOLXX,1,2046,999999.0
GLOBAL,PWRBCKBOLXX,1,2047,999999.0
GLOBAL,PWRBCKBOLXX,1,2048,999999.0
GLOBAL,PWRBCKBOLXX,1,2049,999999.0
GLOBAL,PWRBCKBOLXX,1,2050,999999.0
GLOBAL,PWRBCKBRAXX,1,2023,999999.0
GLOBAL,PWRBCKBRAXX,1,2024,999999.0
GLOBAL,PWRBCKBRAXX,1,2025,999999.0
GLOBAL,PWRBCKBRAXX,1,2026,999999.0
GLOBAL,PWRBCKBRAXX,1,2027,999999.0
GLOBAL,PWRBCKBRAXX,1,2028,999999.0
GLOBAL,PWRBCKBRAXX,1,2029,999999.0
GLOBAL,PWRBCKBRAXX,1,2030,999999.0
GLOBAL,PWRBCKBRAXX,1,2031,999999.0
GLOBAL,PWRBCKBRAXX,1,2032,999999.0
GLOBAL,PWRBCKBRAXX,1,2033,999999.0
GLOBAL,PWRBCKBRAXX,1,2034,999999.0
GLOBAL,PWRBCKBRAXX,1,2035,999999.0
GLOBAL,PWRBCKBRAXX,1,2036,999999.0
GLOBAL,PWRBCKBRAXX,1,2037,999999.0
GLOBAL,PWRBCKBRAXX,1,2038,999999.0
GLOBAL,PWRBCKBRAXX,1,2039,999999.0
GLOBAL,PWRBCKBRAXX,1,2040,999999.0
GLOBAL,PWRBCKBRAXX,1,2041,999999.0
GLOBAL,PWRBCKBRAXX,1,2042,999999.0
GLOBAL,PWRBCKBRAXX,1,2043,999999.0
GLOBAL,PWRBCKBRAXX,1,2044,999999.0
GLOBAL,PWRBCKBRAXX,1,2045,999999.0
GLOBAL,PWRBCKBRAXX,1,2046,999999.0
GLOBAL,PWRBCKBRAXX,1,2047,999999.0
GLOBAL,PWRBCKBRAXX,1,2048,999999.0
GLOBAL,PWRBCKBRAXX,1,2049,999999.0
GLOBAL,PWRBCKBRAXX,1,2050,999999.0
GLOBAL,PWRBCKCHLXX,1,2023,999999.0
GLOBAL,PWRBCKCHLXX,1,2024,999999.0
GLOBAL,PWRBCKCHLXX,1,2025,999999.0
GLOBAL,PWRBCKCHLXX,1,2026,999999.0
GLOBAL,PWRBCKCHLXX,1,2027,999999.0
GLOBAL,PWRBCKCHLXX,1,2028,999999.0
GLOBAL,PWRBCKCHLXX,1,2029,999999.0
GLOBAL,PWRBCKCHLXX,1,2030,999999.0
GLOBAL,PWRBCKCHLXX,1,2031,999999.0
GLOBAL,PWRBCKCHLXX,1,2032,999999.0
GLOBAL,PWRBCKCHLXX,1,2033,999999.0
GLOBAL,PWRBCKCHLXX,1,2034,999999.0
GLOBAL,PWRBCKCHLXX,1,2035,999999.0
GLOBAL,PWRBCKCHLXX,1,2036,999999.0
GLOBAL,PWRBCKCHLXX,1,2037,999999.0
GLOBAL,PWRBCKCHLXX,1,2038,999999.0
GLOBAL,PWRBCKCHLXX,1,2039,999999.0
GLOBAL,PWRBCKCHLXX,1,2040,999999.0
GLOBAL,PWRBCKCHLXX,1,2041,999999.0
GLOBAL,PWRBCKCHLXX,1,2042,999999.0
GLOBAL,PWRBCKCHLXX,1,2043,999999.0
GLOBAL,PWRBCKCHLXX,1,2044,999999.0
GLOBAL,PWRBCKCHLXX,1,2045,999999.0
GLOBAL,PWRBCKCHLXX,1,2046,999999.0
GLOBAL,PWRBCKCHLXX,1,2047,999999.0
GLOBAL,PWRBCKCHLXX,1,2048,999999.0
GLOBAL,PWRBCKCHLXX,1,2049,999999.0
GLOBAL,PWRBCKCHLXX,1,2050,999999.0
GLOBAL,PWRBCKCOLXX,1,2023,999999.0
GLOBAL,PWRBCKCOLXX,1,2024,999999.0
GLOBAL,PWRBCKCOLXX,1,2025,999999.0
GLOBAL,PWRBCKCOLXX,1,2026,999999.0
GLOBAL,PWRBCKCOLXX,1,2027,999999.0
GLOBAL,PWRBCKCOLXX,1,2028,999999.0
GLOBAL,PWRBCKCOLXX,1,2029,999999.0
GLOBAL,PWRBCKCOLXX,1,2030,999999.0
GLOBAL,PWRBCKCOLXX,1,2031,999999.0
GLOBAL,PWRBCKCOLXX,1,2032,999999.0
GLOBAL,PWRBCKCOLXX,1,2033,999999.0
GLOBAL,PWRBCKCOLXX,1,2034,999999.0
GLOBAL,PWRBCKCOLXX,1,2035,999999.0
GLOBAL,PWRBCKCOLXX,1,2036,999999.0
GLOBAL,PWRBCKCOLXX,1,2037,999999.0
GLOBAL,PWRBCKCOLXX,1,2038,999999.0
GLOBAL,PWRBCKCOLXX,1,2039,999999.0
GLOBAL,PWRBCKCOLXX,1,2040,999999.0
GLOBAL,PWRBCKCOLXX,1,2041,999999.0
GLOBAL,PWRBCKCOLXX,1,2042,999999.0
GLOBAL,PWRBCKCOLXX,1,2043,999999.0
GLOBAL,PWRBCKCOLXX,1,2044,999999.0
GLOBAL,PWRBCKCOLXX,1,2045,999999.0
GLOBAL,PWRBCKCOLXX,1,2046,999999.0
GLOBAL,PWRBCKCOLXX,1,2047,999999.0
GLOBAL,PWRBCKCOLXX,1,2048,999999.0
GLOBAL,PWRBCKCOLXX,1,2049,999999.0
GLOBAL,PWRBCKCOLXX,1,2050,999999.0
GLOBAL,PWRBCKCRIXX,1,2023,999999.0
GLOBAL,PWRBCKCRIXX,1,2024,999999.0
GLOBAL,PWRBCKCRIXX,1,2025,999999.0
GLOBAL,PWRBCKCRIXX,1,2026,999999.0
GLOBAL,PWRBCKCRIXX,1,2027,999999.0
GLOBAL,PWRBCKCRIXX,1,2028,999999.0
GLOBAL,PWRBCKCRIXX,1,2029,999999.0
GLOBAL,PWRBCKCRIXX,1,2030,999999.0
GLOBAL,PWRBCKCRIXX,1,2031,999999.0
GLOBAL,PWRBCKCRIXX,1,2032,999999.0
GLOBAL,PWRBCKCRIXX,1,2033,999999.0
GLOBAL,PWRBCKCRIXX,1,2034,999999.0
GLOBAL,PWRBCKCRIXX,1,2035,999999.0
GLOBAL,PWRBCKCRIXX,1,2036,999999.0
GLOBAL,PWRBCKCRIXX,1,2037,999999.0
GLOBAL,PWRBCKCRIXX,1,2038,999999.0
GLOBAL,PWRBCKCRIXX,1,2039,999999.0
GLOBAL,PWRBCKCRIXX,1,2040,999999.0
GLOBAL,PWRBCKCRIXX,1,2041,999999.0
GLOBAL,PWRBCKCRIXX,1,2042,999999.0
GLOBAL,PWRBCKCRIXX,1,2043,999999.0
GLOBAL,PWRBCKCRIXX,1,2044,999999.0
GLOBAL,PWRBCKCRIXX,1,2045,999999.0
GLOBAL,PWRBCKCRIXX,1,2046,999999.0
GLOBAL,PWRBCKCRIXX,1,2047,999999.0
GLOBAL,PWRBCKCRIXX,1,2048,999999.0
GLOBAL,PWRBCKCRIXX,1,2049,999999.0
GLOBAL,PWRBCKCRIXX,1,2050,999999.0
GLOBAL,PWRBCKDOMXX,1,2023,999999.0
GLOBAL,PWRBCKDOMXX,1,2024,999999.0
GLOBAL,PWRBCKDOMXX,1,2025,999999.0
GLOBAL,PWRBCKDOMXX,1,2026,999999.0
GLOBAL,PWRBCKDOMXX,1,2027,999999.0
GLOBAL,PWRBCKDOMXX,1,2028,999999.0
GLOBAL,PWRBCKDOMXX,1,2029,999999.0
GLOBAL,PWRBCKDOMXX,1,2030,999999.0
GLOBAL,PWRBCKDOMXX,1,2031,999999.0
GLOBAL,PWRBCKDOMXX,1,2032,999999.0
GLOBAL,PWRBCKDOMXX,1,2033,999999.0
GLOBAL,PWRBCKDOMXX,1,2034,999999.0
GLOBAL,PWRBCKDOMXX,1,2035,999999.0
GLOBAL,PWRBCKDOMXX,1,2036,999999.0
GLOBAL,PWRBCKDOMXX,1,2037,999999.0
GLOBAL,PWRBCKDOMXX,1,2038,999999.0
GLOBAL,PWRBCKDOMXX,1,2039,999999.0
GLOBAL,PWRBCKDOMXX,1,2040,999999.0
GLOBAL,PWRBCKDOMXX,1,2041,999999.0
GLOBAL,PWRBCKDOMXX,1,2042,999999.0
GLOBAL,PWRBCKDOMXX,1,2043,999999.0
GLOBAL,PWRBCKDOMXX,1,2044,999999.0
GLOBAL,PWRBCKDOMXX,1,2045,999999.0
GLOBAL,PWRBCKDOMXX,1,2046,999999.0
GLOBAL,PWRBCKDOMXX,1,2047,999999.0
GLOBAL,PWRBCKDOMXX,1,2048,999999.0
GLOBAL,PWRBCKDOMXX,1,2049,999999.0
GLOBAL,PWRBCKDOMXX,1,2050,999999.0
GLOBAL,PWRBCKECUXX,1,2023,999999.0
GLOBAL,PWRBCKECUXX,1,2024,999999.0
GLOBAL,PWRBCKECUXX,1,2025,999999.0
GLOBAL,PWRBCKECUXX,1,2026,999999.0
GLOBAL,PWRBCKECUXX,1,2027,999999.0
GLOBAL,PWRBCKECUXX,1,2028,999999.0
GLOBAL,PWRBCKECUXX,1,2029,999999.0
GLOBAL,PWRBCKECUXX,1,2030,999999.0
GLOBAL,PWRBCKECUXX,1,2031,999999.0
GLOBAL,PWRBCKECUXX,1,2032,999999.0
GLOBAL,PWRBCKECUXX,1,2033,999999.0
GLOBAL,PWRBCKECUXX,1,2034,999999.0
