REGION,STORAGE,YEAR,VALUE
GLOBAL,SDSHTIXX01,2035,0.0
GLOBAL,SDSHTIXX01,2036,0.0
GLOBAL,SDSHTIXX01,2037,0.0
GLOBAL,SDSHTIXX01,2038,0.0
GLOBAL,SDSHTIXX01,2039,0.0
GLOBAL,SDSHTIXX01,2040,0.0
GLOBAL,SDSHTIXX01,2041,0.0
GLOBAL,SDSHTIXX01,2042,0.0
GLOBAL,SDSHTIXX01,2043,0.0
GLOBAL,SDSHTIXX01,2044,0.0
GLOBAL,SDSHTIXX01,2045,0.0
GLOBAL,SDSHTIXX01,2046,0.0
GLOBAL,SDSHTIXX01,2047,0.0
GLOBAL,SDSHTIXX01,2048,0.0
GLOBAL,SDSHTIXX01,2049,0.0
GLOBAL,SDSHTIXX01,2050,0.0
GLOBAL,SDSMEXXX01,2023,0.0
GLOBAL,SDSMEXXX01,2024,0.0
GLOBAL,SDSMEXXX01,2025,0.0
GLOBAL,SDSMEXXX01,2026,0.0
GLOBAL,SDSMEXXX01,2027,0.0
GLOBAL,SDSMEXXX01,2028,0.0
GLOBAL,SDSMEXXX01,2029,0.0
GLOBAL,SDSMEXXX01,2030,1e-05
GLOBAL,SDSMEXXX01,2031,1e-05
GLOBAL,SDSMEXXX01,2032,1e-05
GLOBAL,SDSMEXXX01,2033,1e-05
GLOBAL,SDSMEXXX01,2034,1e-05
GLOBAL,SDSMEXXX01,2035,1e-05
GLOBAL,SDSMEXXX01,2036,1e-05
GLOBAL,SDSMEXXX01,2037,1e-05
GLOBAL,SDSMEXXX01,2038,1e-05
GLOBAL,SDSMEXXX01,2039,1e-05
GLOBAL,SDSMEXXX01,2040,1e-05
GLOBAL,SDSMEXXX01,2041,1e-05
GLOBAL,SDSMEXXX01,2042,1e-05
GLOBAL,SDSMEXXX01,2043,1e-05
GLOBAL,SDSMEXXX01,2044,1e-05
GLOBAL,SDSMEXXX01,2045,1e-05
GLOBAL,SDSMEXXX01,2046,1e-05
GLOBAL,SDSMEXXX01,2047,1e-05
GLOBAL,SDSMEXXX01,2048,1e-05
GLOBAL,SDSMEXXX01,2049,1e-05
GLOBAL,SDSMEXXX01,2050,1e-05
